plotName,treatmentName,max crop height m nir-based,flower area m2
G8,N/A,2.0496454662221595,1.5260665650983456
G6,N/A,0.9855032938617683,6.103740474769128
G9,N/A,0.9886637249353498,6.162942499719514
G5,N/A,,
G13,N/A,,
G8,N/A,2.0496454662221595,1.5260665650983456
G13,N/A,,
G15,N/A,1.009122607227539,5.264713631465619
G16,N/A,0.9319826083797693,0.047902848583333
G6,N/A,0.9855032938617683,6.103740474769128
G1,N/A,,
G15,N/A,1.009122607227539,5.264713631465619
G18,N/A,0.9856481359863665,0.16371813967913493
G14,N/A,0.8910718427738402,6.538640862542854
G9,N/A,0.9886637249353498,6.162942499719514
G17,N/A,1.9290267257978826,4.067344390633303
G1,N/A,,
G11,N/A,0,5.536596884201582
G15,N/A,1.009122607227539,5.264713631465619
G14,N/A,0.8910718427738402,6.538640862542854
G17,N/A,1.9290267257978826,4.067344390633303
G8,N/A,2.0496454662221595,1.5260665650983456
G9,N/A,0.9886637249353498,6.162942499719514
G18,N/A,0.9856481359863665,0.16371813967913493
G14,N/A,0.8910718427738402,6.538640862542854
G13,N/A,,
G11,N/A,0,5.536596884201582
G16,N/A,0.9319826083797693,0.047902848583333
G14,N/A,0.8910718427738402,6.538640862542854
G7,N/A,,
G10,N/A,,
G7,N/A,,
G6,N/A,0.9855032938617683,6.103740474769128
G9,N/A,0.9886637249353498,6.162942499719514
G11,N/A,0,5.536596884201582
G12,N/A,0.993806956108017,5.361523805680747
G16,N/A,0.9319826083797693,0.047902848583333
G2,N/A,0.8724204179214325,6.660336785081688
G3,N/A,1.0212479851145417,1.0000928461129233
G13,N/A,,
G12,N/A,0.993806956108017,5.361523805680747
G1,N/A,,
G6,N/A,0.9855032938617683,6.103740474769128
G4,N/A,1.006546928626335,4.284805836396628
G4,N/A,1.006546928626335,4.284805836396628
G10,N/A,,
G12,N/A,0.993806956108017,5.361523805680747
G17,N/A,1.9290267257978826,4.067344390633303
G17,N/A,1.9290267257978826,4.067344390633303
G1,N/A,,
G4,N/A,1.006546928626335,4.284805836396628
G10,N/A,,
G7,N/A,,
G10,N/A,,
G8,N/A,2.0496454662221595,1.5260665650983456
G3,N/A,1.0212479851145417,1.0000928461129233
G2,N/A,0.8724204179214325,6.660336785081688
G15,N/A,1.009122607227539,5.264713631465619
G13,N/A,,
G4,N/A,1.006546928626335,4.284805836396628
G18,N/A,0.9856481359863665,0.16371813967913493
G2,N/A,0.8724204179214325,6.660336785081688
G6,N/A,0.9855032938617683,6.103740474769128
G2,N/A,0.8724204179214325,6.660336785081688
G7,N/A,,
G5,N/A,,
G3,N/A,1.0212479851145417,1.0000928461129233
G18,N/A,0.9856481359863665,0.16371813967913493
G5,N/A,,
G12,N/A,0.993806956108017,5.361523805680747
G16,N/A,0.9319826083797693,0.047902848583333
G17,N/A,1.9290267257978826,4.067344390633303
G5,N/A,,
G11,N/A,0,5.536596884201582
G7,N/A,,
G5,N/A,,
G10,N/A,,
G1,N/A,,
G3,N/A,1.0212479851145417,1.0000928461129233
G4,N/A,1.006546928626335,4.284805836396628
G3,N/A,1.0212479851145417,1.0000928461129233
G9,N/A,0.9886637249353498,6.162942499719514
G11,N/A,0,5.536596884201582
G18,N/A,0.9856481359863665,0.16371813967913493
G8,N/A,2.0496454662221595,1.5260665650983456
G2,N/A,0.8724204179214325,6.660336785081688
G14,N/A,0.8910718427738402,6.538640862542854
G12,N/A,0.993806956108017,5.361523805680747
G16,N/A,0.9319826083797693,0.047902848583333
G15,N/A,1.009122607227539,5.264713631465619
1154,B.carinata,0.27338468122536597,2.9556000942929734
1311,B.carinata,0.37536268106163106,1.1370374732376642
1311,B.carinata,0.37536268106163106,1.1370374732376642
1154,B.carinata,0.27338468122536597,2.9556000942929734
1154,B.carinata,0.27338468122536597,2.9556000942929734
1154,B.carinata,0.27338468122536597,2.9556000942929734
1223,B.carinata,,
1223,B.carinata,,
1223,B.carinata,,
1311,B.carinata,0.37536268106163106,1.1370374732376642
1223,B.carinata,,
1311,B.carinata,0.37536268106163106,1.1370374732376642
1223,B.carinata,,
1154,B.carinata,0.27338468122536597,2.9556000942929734
1311,B.carinata,0.37536268106163106,1.1370374732376642
1205,B.juncea,0.7097377840453873,6.400826440968467
1116,B.juncea,0.6496907945438579,6.913745440760235
1336,B.juncea,0.9103230173445809,3.1453696816161534
1205,B.juncea,0.7097377840453873,6.400826440968467
1205,B.juncea,0.7097377840453873,6.400826440968467
1336,B.juncea,0.9103230173445809,3.1453696816161534
1205,B.juncea,0.7097377840453873,6.400826440968467
1116,B.juncea,0.6496907945438579,6.913745440760235
1205,B.juncea,0.7097377840453873,6.400826440968467
1116,B.juncea,0.6496907945438579,6.913745440760235
1336,B.juncea,0.9103230173445809,3.1453696816161534
1116,B.juncea,0.6496907945438579,6.913745440760235
1336,B.juncea,0.9103230173445809,3.1453696816161534
1116,B.juncea,0.6496907945438579,6.913745440760235
1336,B.juncea,0.9103230173445809,3.1453696816161534
1204,NAM-38,0.8451617606027639,5.589866276797109
1132,NAM-38,1.6600094993899006,5.328908274464548
1132,NAM-38,1.6600094993899006,5.328908274464548
1204,NAM-38,0.8451617606027639,5.589866276797109
1132,NAM-38,1.6600094993899006,5.328908274464548
1204,NAM-38,0.8451617606027639,5.589866276797109
1204,NAM-38,0.8451617606027639,5.589866276797109
1327,NAM-38,0.5903820623590832,3.910924988831654
1327,NAM-38,0.5903820623590832,3.910924988831654
1327,NAM-38,0.5903820623590832,3.910924988831654
1132,NAM-38,1.6600094993899006,5.328908274464548
1204,NAM-38,0.8451617606027639,5.589866276797109
1327,NAM-38,0.5903820623590832,3.910924988831654
1132,NAM-38,1.6600094993899006,5.328908274464548
1327,NAM-38,0.5903820623590832,3.910924988831654
1356,NAM-78,1.1519264821855586,3.559485885722854
1201,NAM-78,0.5962836548870314,3.201504138833664
1124,NAM-78,0.9441602658640704,3.740744983934871
1356,NAM-78,1.1519264821855586,3.559485885722854
1356,NAM-78,1.1519264821855586,3.559485885722854
1356,NAM-78,1.1519264821855586,3.559485885722854
1201,NAM-78,0.5962836548870314,3.201504138833664
1201,NAM-78,0.5962836548870314,3.201504138833664
1356,NAM-78,1.1519264821855586,3.559485885722854
1201,NAM-78,0.5962836548870314,3.201504138833664
1201,NAM-78,0.5962836548870314,3.201504138833664
1124,NAM-78,0.9441602658640704,3.740744983934871
1124,NAM-78,0.9441602658640704,3.740744983934871
1124,NAM-78,0.9441602658640704,3.740744983934871
1124,NAM-78,0.9441602658640704,3.740744983934871
1114,NAM-15,1.0549315448393486,5.265842910819438
1114,NAM-15,1.0549315448393486,5.265842910819438
1313,NAM-15,0.7394546952453993,4.39107861895568
1203,NAM-15,0.6662279242049749,5.59881379838104
1203,NAM-15,0.6662279242049749,5.59881379838104
1313,NAM-15,0.7394546952453993,4.39107861895568
1313,NAM-15,0.7394546952453993,4.39107861895568
1114,NAM-15,1.0549315448393486,5.265842910819438
1203,NAM-15,0.6662279242049749,5.59881379838104
1203,NAM-15,0.6662279242049749,5.59881379838104
1114,NAM-15,1.0549315448393486,5.265842910819438
1203,NAM-15,0.6662279242049749,5.59881379838104
1114,NAM-15,1.0549315448393486,5.265842910819438
1313,NAM-15,0.7394546952453993,4.39107861895568
1313,NAM-15,0.7394546952453993,4.39107861895568
1233,NAM-30,0.761947518412228,4.617779684636966
S1233,NAM-30,,
1233,NAM-30,0.761947518412228,4.617779684636966
S1138,NAM-30,0.5661727981194531,4.245128874396968
1233,NAM-30,0.761947518412228,4.617779684636966
1325,NAM-30,0.30380382376722537,2.8252859105299235
1325,NAM-30,0.30380382376722537,2.8252859105299235
S1325,NAM-30,0.2449055993279785,4.51708718938588
1138,NAM-30,0.44981264935870513,3.421200368000881
S1233,NAM-30,,
S1138,NAM-30,0.5661727981194531,4.245128874396968
1138,NAM-30,0.44981264935870513,3.421200368000881
S1325,NAM-30,0.2449055993279785,4.51708718938588
1233,NAM-30,0.761947518412228,4.617779684636966
1325,NAM-30,0.30380382376722537,2.8252859105299235
S1233,NAM-30,,
S1325,NAM-30,0.2449055993279785,4.51708718938588
S1325,NAM-30,0.2449055993279785,4.51708718938588
1325,NAM-30,0.30380382376722537,2.8252859105299235
S1233,NAM-30,,
1325,NAM-30,0.30380382376722537,2.8252859105299235
1138,NAM-30,0.44981264935870513,3.421200368000881
S1325,NAM-30,0.2449055993279785,4.51708718938588
S1138,NAM-30,0.5661727981194531,4.245128874396968
1138,NAM-30,0.44981264935870513,3.421200368000881
S1138,NAM-30,0.5661727981194531,4.245128874396968
1233,NAM-30,0.761947518412228,4.617779684636966
1138,NAM-30,0.44981264935870513,3.421200368000881
S1233,NAM-30,,
S1138,NAM-30,0.5661727981194531,4.245128874396968
S1242,NAM-17,0.23884551782526842,5.100577170331492
1111,NAM-17,,
S1242,NAM-17,0.23884551782526842,5.100577170331492
1111,NAM-17,,
S1330,NAM-17,0.6367098906281967,2.3459612738969593
S1111,NAM-17,0.8450817600165124,4.11988815799759
S1330,NAM-17,0.6367098906281967,2.3459612738969593
1111,NAM-17,,
1330,NAM-17,,
S1111,NAM-17,0.8450817600165124,4.11988815799759
1330,NAM-17,,
S1111,NAM-17,0.8450817600165124,4.11988815799759
S1242,NAM-17,0.23884551782526842,5.100577170331492
1242,NAM-17,0.29398933114907777,4.227842666659093
1242,NAM-17,0.29398933114907777,4.227842666659093
S1111,NAM-17,0.8450817600165124,4.11988815799759
1111,NAM-17,,
S1330,NAM-17,0.6367098906281967,2.3459612738969593
1242,NAM-17,0.29398933114907777,4.227842666659093
1330,NAM-17,,
S1330,NAM-17,0.6367098906281967,2.3459612738969593
1330,NAM-17,,
1242,NAM-17,0.29398933114907777,4.227842666659093
S1242,NAM-17,0.23884551782526842,5.100577170331492
1330,NAM-17,,
1111,NAM-17,,
S1111,NAM-17,0.8450817600165124,4.11988815799759
S1242,NAM-17,0.23884551782526842,5.100577170331492
1242,NAM-17,0.29398933114907777,4.227842666659093
S1330,NAM-17,0.6367098906281967,2.3459612738969593
1309,NAM-39,1.60198479920939,3.210751323959937
1309,NAM-39,1.60198479920939,3.210751323959937
1208,NAM-39,0.6109517657303627,3.5226286944849736
1309,NAM-39,1.60198479920939,3.210751323959937
1208,NAM-39,0.6109517657303627,3.5226286944849736
1148,NAM-39,0.6997058934456959,3.7675165804096786
1208,NAM-39,0.6109517657303627,3.5226286944849736
1309,NAM-39,1.60198479920939,3.210751323959937
1148,NAM-39,0.6997058934456959,3.7675165804096786
1208,NAM-39,0.6109517657303627,3.5226286944849736
1148,NAM-39,0.6997058934456959,3.7675165804096786
1148,NAM-39,0.6997058934456959,3.7675165804096786
1208,NAM-39,0.6109517657303627,3.5226286944849736
1309,NAM-39,1.60198479920939,3.210751323959937
1148,NAM-39,0.6997058934456959,3.7675165804096786
S1206,NAM-46,0.4021798302857178,4.629528946585419
S1101,NAM-46,0.6084865638237034,2.792820079268997
1101,NAM-46,,
1206,NAM-46,0.39929070227077545,4.2585520828158865
S1206,NAM-46,0.4021798302857178,4.629528946585419
1306,NAM-46,0.8103489916601347,5.591194280581314
1206,NAM-46,0.39929070227077545,4.2585520828158865
S1206,NAM-46,0.4021798302857178,4.629528946585419
S1306,NAM-46,0.7590994422715198,5.548248884288839
S1306,NAM-46,0.7590994422715198,5.548248884288839
S1306,NAM-46,0.7590994422715198,5.548248884288839
1306,NAM-46,0.8103489916601347,5.591194280581314
1101,NAM-46,,
1101,NAM-46,,
1206,NAM-46,0.39929070227077545,4.2585520828158865
S1101,NAM-46,0.6084865638237034,2.792820079268997
S1101,NAM-46,0.6084865638237034,2.792820079268997
1306,NAM-46,0.8103489916601347,5.591194280581314
S1101,NAM-46,0.6084865638237034,2.792820079268997
1101,NAM-46,,
S1206,NAM-46,0.4021798302857178,4.629528946585419
S1206,NAM-46,0.4021798302857178,4.629528946585419
S1306,NAM-46,0.7590994422715198,5.548248884288839
1306,NAM-46,0.8103489916601347,5.591194280581314
1206,NAM-46,0.39929070227077545,4.2585520828158865
1101,NAM-46,,
S1306,NAM-46,0.7590994422715198,5.548248884288839
1206,NAM-46,0.39929070227077545,4.2585520828158865
S1101,NAM-46,0.6084865638237034,2.792820079268997
1306,NAM-46,0.8103489916601347,5.591194280581314
1209,NAM-29,0.6993490077119873,2.6289414075580413
1209,NAM-29,0.6993490077119873,2.6289414075580413
1324,NAM-29,0.5630897977191012,3.393603025169029
1126,NAM-29,0.7875351779336484,2.3426820492293414
1209,NAM-29,0.6993490077119873,2.6289414075580413
1324,NAM-29,0.5630897977191012,3.393603025169029
1209,NAM-29,0.6993490077119873,2.6289414075580413
1324,NAM-29,0.5630897977191012,3.393603025169029
1324,NAM-29,0.5630897977191012,3.393603025169029
1126,NAM-29,0.7875351779336484,2.3426820492293414
1126,NAM-29,0.7875351779336484,2.3426820492293414
1126,NAM-29,0.7875351779336484,2.3426820492293414
1126,NAM-29,0.7875351779336484,2.3426820492293414
1209,NAM-29,0.6993490077119873,2.6289414075580413
1324,NAM-29,0.5630897977191012,3.393603025169029
S1117,NAM-72,1.1461757544141165,5.402084892436199
1355,NAM-72,0.8296930722509046,3.367564098841489
S1355,NAM-72,0.8019487074944891,3.8151531279893387
1117,NAM-72,0.5539576105949209,5.177475756404423
S1355,NAM-72,0.8019487074944891,3.8151531279893387
S1355,NAM-72,0.8019487074944891,3.8151531279893387
