plotName,treatmentName,mean ndvi,max crop height m nir-based
G5,N/A,0.844352662563324,
G10,N/A,0.8384546041488647,
G1,N/A,0.7389230132102966,
G3,N/A,0.754344642162323,1.0212479851145417
G4,N/A,0.811638355255127,1.006546928626335
G3,N/A,0.754344642162323,1.0212479851145417
G9,N/A,0.8414210081100464,0.9886637249353498
G11,N/A,0.8556041121482849,0
G18,N/A,0.7470133304595947,0.9856481359863665
G8,N/A,0.7872094511985779,2.0496454662221595
G2,N/A,0.8417955636978149,0.8724204179214325
G14,N/A,0.8547928929328918,0.8910718427738402
G12,N/A,0.8239923715591431,0.993806956108017
G16,N/A,0.7665879130363464,0.9319826083797693
G15,N/A,0.8286562561988831,1.009122607227539
